767089.7146609944	734724.6846659606	702337.4932877363	669928.1091699259	637496.4894485701	605042.758346211	572568.5927707572	540075.2495738781	507561.8402347873	475027.0163672309	442472.25125356676	409899.80583091633	377310.76269018726	344706.037905714	312088.30427052855	279463.623068878	246847.2853977925	214247.1783371578	181718.22945623865	149408.58864137242	117525.32884331471	86444.45740597145	57498.55755488758	33018.15434395439	24492.524659446975
44212.14215525695	76909.60137038083	109796.39408212401	142702.76658553648	175628.6264119586	208573.92049917727	241538.5079443433	274522.29508964095	307525.1891821735	340547.09836090653	373587.93164387165	406647.59891560354	439726.0109148221	472823.0792223445	505938.71624922357	539072.8352251092	572225.350186827	605396.1759671657	638585.2281838749	671792.4232288597	705017.6782575792	738260.9111786287	771522.0406435245	804800.9860366583	838097.6674654398
866304.7484208732	899610.9024167396	932934.5434861652	966275.5945930808	999633.9793771836	1033009.6221450774	1066402.4478615776	1099812.3821411587	1133239.3512395562	1166683.2820455113	1200144.1020726494	1233621.7394515127	1267116.1229217043	1300627.181824196	1334154.8460937312	1367699.046251378	1401259.713397208	1434836.7792030738	1468430.175905525	1502039.8362988555	1535665.6937282155	1569307.6820828873	1602965.7357896415	1636639.7898062123	1670329.7796148623
1698297.754904459	1731993.4194361318	1765704.8171488156	1799431.8856089194	1833174.5628764066	1866932.7874989656	1900706.4985062578	1934495.6354042871	1968300.1381698311	2002119.9472449615	2035955.0035316644	2069805.2483865283	2103670.6236155224	2137551.071468845	2171446.53463586	2205356.956240109	2239282.2798343864	2273222.449395911	2307177.4093215475	2341147.10442312	2375131.479922763	2409130.481448383	2443144.0550291585	2477172.1470911237	2511214.7044527847
2538899.36597101	2572944.4798243577	2607003.890735873	2641077.5470914133	2675165.3976481464	2709267.3915305883	2743383.4782266365	2777513.6075837244	2811657.729804964	2845815.795445412	2879987.755408305	2914173.5609414484	2948373.163633549	2982586.5154106896	3016813.568532799	3051054.2755901944	3085308.5895001497	3119576.463503541	3153857.8511614967	3188152.7063521664	3222460.983267427	3256782.636409738	3291117.620588971	3325465.8909193054	3359827.4028161843
3387192.320917518	3421553.782940469	3455928.344489151	3490315.962187504	3524716.592945754	3559130.193957638	3593556.722697576	3627996.136917942	3662448.3946463405	3696913.4541829224	3731391.274097743	3765881.8132281397	3800385.0306761907	3834900.8858061098	3869429.3382417825	3903970.3478642567	3938523.8748093275	3973089.879465073	4007668.3224695027	4042259.164708184	4076862.3673119126	4111477.8916544234	4146105.6993501117	4180745.752251802	4215398.01244851
4242412.716050272	4277062.73174898	4311724.839589755	4346398.996195733	4381085.164832745	4415783.30898996	4450493.392377806	4485215.378925985	4519949.232781494	4554694.918306695	4589452.400077275	4624221.642880502	4659002.611713155	4693795.271779832	4728599.588490952	4763415.527461052	4798243.054506914	4833082.135645809	4867932.737093759	4902794.825263735	4937668.366764021	4972553.328396475	5007449.677154833	5042357.380223083	5077276.4049738115
5103915.114393407	5138829.979474006	5173756.060891087	5208693.326779962	5243641.745456489	5278601.285415533	5313571.915329456	5348553.604046625	5383546.3205899075	5418550.03415525	5453564.714110168	5488590.329992441	5523626.8515085345	5558674.248532313	5593732.49110363	5628801.549426944	5663881.393869978	5698971.9949624045	5734073.3233944755	5769185.350015724	5804308.045833703	5839441.382012682	5874585.329872377	5909739.860886675	5944904.946682467
5971145.576872864	6006304.854798343	6041474.5953065865	6076654.770645291	6111845.353209027	6147046.315538042	6182257.630317102	6217479.270374342	6252711.208680197	6287953.418346222	6323205.872624021	6358468.544904151	6393741.408715046	6429024.437721946	6464317.605725837	6499620.886662376	6534934.254600939	6570257.683743511	6605591.148423666	6640934.623105665	6676288.082383346	6711651.500979202	6747024.853743372	6782408.115652715	6817801.261809841
6843624.782542848	6879010.67720796	6914406.374709001	6949811.850660763	6985227.080799036	7020652.040979745	7056086.707178046	7091531.055487459	7126985.062118938	7162448.703400104	7197921.955774293	7233404.795799775	7268897.200148881	7304399.145607187	7339910.609072704	7375431.567555007	7410961.998174512	7446501.878161616	7482051.18485589	7517609.8957054	7553177.988265803	7588755.440199629	7624342.229275597	7659938.333367682	7695543.7304545455
7720933.613914508	7756530.485088472	7792136.576807763	7827751.867478553	7863376.335607958	7899009.959803233	7934652.718771146	7970304.591317333	8005965.556345501	8041635.592856788	8077314.6799491355	8113002.796816579	8148699.922748579	8184406.037129389	8220121.119437415	8255845.149244517	8291578.106215457	8327319.970107193	8363070.720768293	8398830.338138277	8434598.802247059	8470376.093214279	8506162.191248754	8541957.07664785	8577760.72979687
8602702.537163045	8638496.531581549	8674299.228830101	8710110.609654678	8745930.654886153	8781759.345439931	8817596.66231527	8853442.586594759	8889297.099443791	8925160.182110002	8961031.815922726	8996911.98229249	9032800.662710475	9068697.838747967	9104603.492055872	9140517.604364173	9176440.157481464	9212371.133294359	9248310.513767105	9284258.280940998	9320214.41693391	9356178.903939823	9392151.72422831	9428132.86014412	9464122.294106575
9488603.349572413	9524582.111737281	9560569.113417499	9596564.337339433	9632567.766301708	9668579.383174775	9704599.17090047	9740627.112491535	9776663.191031223	9812707.389672805	9848759.691639233	9884820.080222545	9920888.538783655	9956965.050751654	9993049.599623691	10029142.16896435	10065242.74240533	10101351.303644938	10137467.836447781	10173592.324644381	10209724.75213063	10245865.102867598	10282013.360880924	10318169.510260578	10354333.53516044
10378342.665243877	10414495.107494626	10450655.372202635	10486823.443785273	10522999.30672191	10559182.945553515	10595374.344882227	10631573.489371069	10667780.363743614	10703994.952783484	10740217.241334166	10776447.214298578	10812684.856638676	10848930.15337522	10885183.089587335	10921443.65041217	10957711.821044678	10993987.586737126	11030270.932798889	11066561.844596	11102860.307550939	11139166.307142192	11175479.828904087	11211800.85842627	11248129.381353593
11271656.703787964	11307972.821191978	11344296.38365615	11380627.377053218	11416965.787309416	11453311.600404229	11489664.802369995	11526025.37929171	11562393.317306641	11598768.60260408	11635151.221425086	11671541.160062106	11707938.404858757	11744342.942209484	11780754.75855937	11817173.840403752	11853600.174288003	11890033.746807229	11926474.54460596	11962922.554378012	11999377.762866039	12035840.156861378	12072309.723203735	12108786.448780963	12145270.320528736
12168307.071371645	12204777.79101419	12241255.612582294	12277740.523209995	12314232.510078138	12350731.560413605	12387237.661489462	12423750.800624503	12460270.965183062	12496798.142574752	12533332.320254244	12569873.485721014	12606421.62651909	12642976.73023686	12679538.784506746	12716107.777005114	12752683.69545184	12789266.527610311	12825856.261286968	12862452.884331252	12899056.384635359	12935666.75013378	12972283.968803506	13008908.02866342	13045538.917774301
13068077.30837559	13104694.365409119	13141318.211034495	13177948.833486473	13214586.22104035	13251230.362012034	13287881.244757697	13324538.857673567	13361203.189195769	13397874.22780014	13434551.962001873	13471236.380355507	13507927.471454663	13544625.223931741	13581329.626457918	13618040.667742709	13654758.33653401	13691482.621617783	13728213.51181779	13764950.995995544	13801695.063050125	13838445.701917836	13875202.901572071	13911966.651023323	13948736.939318657
13970770.036901811	14007525.871663816	14044288.207766172	14081057.034409303	14117832.340829471	14154614.116298508	14191402.350123864	14228197.031648064	14264998.150248919	14301805.695339095	14338619.656366127	14375440.022811955	14412266.78419315	14449099.930060484	14485939.449998729	14522785.333626674	14559637.570596885	14596496.150595423	14633361.063341903	14670232.298589135	14707109.846123021	14743993.695762487	14780883.837359192	14817780.260797419	14854682.955993969
14876204.58311789	14913092.255021492	14949986.163971089	14986886.30001921	15023792.65325009	15060705.213779509	15097623.971754547	15134548.917353656	15171480.040786225	15208417.332292624	15245360.78214406	15282310.380642314	15319266.118119728	15356227.984938925	15393195.971492793	15430170.068204273	15467150.265526269	15504136.553941373	15541128.923961973	15578127.366129832	15615131.871016158	15652142.429221366	15689159.031375045	15726181.668135595	15763210.33019042
15784214.979460621	15821228.094371088	15858247.202345353	15895272.294191647	15932303.360746318	15969340.39287367	16006383.381466007	16043432.317443311	16080487.191753238	16117547.99537098	16154614.719299056	16191687.354567353	16228765.892232772	16265850.32337937	16302940.639117973	16340036.830586232	16377138.888948524	16414246.805395609	16451360.571144812	16488480.177439643	16525605.615549825	16562736.8767712	16599873.952425461	16637016.83386018	16674165.512448652
16694648.273658551	16731780.922213232	16768919.337908223	16806063.512224864	16843213.436669625	16880369.102773927	16917530.502094176	16954697.626211554	16991870.466731906	17029049.01528569	17066233.26352781	17103423.20313755	17140618.825818453	17177820.12329823	17215027.087328576	17252239.70968523	17289457.98216766	17326681.89659917	17363911.44482659	17401146.618720382	17438387.410174415	17475633.811105818	17512885.81345497	17550143.409185495	17587406.590283826
17607363.087773528	17644609.792658117	17681862.054885954	17719119.86654059	17756383.219728082	17793652.106576998	17830926.51923807	17868206.449884456	17905491.890711315	17942782.833935905	17980079.271797463	18017381.19655696	18054688.600497358	18092001.475923087	18129319.815160356	18166643.610556655	18203972.854481004	18241307.539323773	18278647.657496437	18315993.201431744	18353344.163583413	18390700.536426097	18428062.31245542	18465429.48418771	18502802.044160027
18522228.382640377	18559584.053250898	18596945.08586805	18634311.47311629	18671683.20764039	18709060.282105245	18746442.689195815	18783830.421617154	18821223.472094227	18858621.833371893	18896025.498214606	18933434.459406644	18970848.709751982	19008268.24207392	19045693.049215328	19083123.124038458	19120558.45942477	19157999.048274994	19195444.883508988	19232895.95806568	19270352.26490294	19307813.79699758	19345280.547345255	19382752.50896033	19420229.67487583
19439122.39231613	19476582.285556864	19514047.358483877	19551517.604209255	19588993.015863445	19626473.586595036	19663959.309570882	19701450.17797573	19738946.18501261	19776447.323902115	19813953.58788304	19851464.970211864	19888981.464162678	19926503.06302731	19964029.760115273	20001561.548753407	20039098.42228611	20076640.374075096	20114187.397499524	20151739.48595565	20189296.632856958	20226858.831634004	20264426.075734407	20301998.35862282	20339575.673780736
20357931.700230468	20395491.386442516	20433056.08177872	20470625.779792245	20508200.474052995	20545780.158147264	20583364.825677786	20620954.470263787	20658549.085540634	20696148.6651602	20733753.20279032	20771362.692115087	20808977.126834612	20846596.500665046	20884220.807338484	20921850.040602874	20959484.194222037	20997123.26197561	21034767.23765877	21072416.11508251	21110069.88807337	21147728.550473325	21185392.096139953	21223060.518946167	21260733.812780302